take,markerTriplet,duration_s,distance_m,avg_speed_mps
Take2025_10_0609_48_31AM,2,5.98333333333333,6.28827403097354,1.05096501910421
Take2025_10_0609_48_31AM,6,5.98333333333333,9.68912159887969,1.61935179925566
Take2025_10_0609_50_02AM,2,5.10833333333333,7.33305398752225,1.4355081215378
Take2025_10_0609_50_32AM,2,9.25,6.05932692793,0.655062370587027
Take2025_10_0609_51_07AM,2,4.09166666666667,8.08943891986087,1.97705228183972
Take2025_10_0609_58_53AM,3,9.2,8.99880150748605,0.978130598639788
Take2025_10_0609_58_53AM,4,9.2,6.0253495406159,0.654929297893032
Take2025_10_0609_58_53AM,6,9.2,8.61822706479761,0.936763811391044
Take2025_10_0610_01_47AM,2,7.68333333333333,6.04568377447787,0.786856890387575
